name,No,Company.Name,Month,Description,Founded,Lead.Investor,Deal.Size,Prior.Raise,Reason,Interesting,uuid,,,,
insightsquared,523,InsightSquared,43251,"Developer of a sales performance analytic platform designed to provide business intelligence services. The company's platform offers pre-built reports including activity tracking, sales forecasts, data quality monitoring, goal setting, employee scorecards and win-loss analysis, enabling small and medium enterprises to get visual, actionable reporting on all sales and marketing KPIs to empower operations and help their leadership teams to forecast more accurately, to manage the sales pipeline and advise executives on planning and analysis.",2010,Tola Capital (Aaron Fleishman),23,26.999997,NA,1,ed62e0c1-9933-42ff-d4b9-0429c613f423,,,,30/05/2018
instana,270,Instana,43373,"Provider of a big data and micro-services architecture monitoring platform created to automate all aspects of application performance management (APM). The company's platform provides application performance management services for containerized micro-service applications which apply automation and artificial intelligence to deliver the visibility needed to effectively manage the performance of today's dynamic applications across the devOps lifecycle, enabling organizations to monitor and manage complex big data and micro-service architectures.",2015,Meritech Capital Partners(Alex Kurland),30,27.6,Previous Investors,0,2a0bcff5-ea83-be96-014f-5c55c0a3982d,,,,29/09/2018
integrateai,588,Integrate.ai,43373,"Provider of an AI-enabled platform intended to increase customer engagement and revenue growth. The company's AI-enabled platform helps access to data and insight that spans both the consumer and enterprise platforms, enabling large enterprises to solve complex business challenges.",2017,Portag3 Ventures,30,9.63,NA,1,854babfa-3b56-5727-3f4a-827b70fdaf2c,,,,29/09/2018
interana,211,Interana,42704,"Developer of analytical software for mass data interpretation. The company offers a platform for development of insights by interpreting large amounts of data in real time, employing a visual interface where users can perform queries directly.",2013,Vertex Ventures (In Sik Rhee),18,28.32,NA,1,5cd975dd-ca92-66d9-5b7c-ced2995c0d0c,,,,29/11/2016
inturn,349,Inturn,42916,"Operator of an off-price B2B platform designed to help brands and retailers to confidentially buy and sell excess inventory. The company's off-price B2B platform allows sell and purchase of offprice inventory of apparel, footwear and accessories in a private and secure marketplace with detailed product information, transaction rules and analytics.",2013,B Capital Group (Raj Ganguly),22.59,13.55,NA,1,349577b5-49db-c910-386a-3f86a9c9d7d7,,,,29/06/2017
ispottv,236,iSpot.tv,43373,"Developer of a real time advertising intelligence platform designed to provide television advertisement data and analytics. The company's platform is developed with proprietary technology which tracks attention and conversion from TV commercials, movie trailers and show promotions across most networks in real-time, enabling users to find, track and share videos along with maintaining licensed databases for advertisements, tracking their video plays, searches and social activity interactions.",2012,"Insight Venture Partners, Madrona Venture Group",30,27.81,Business Model,0,3d109928-e5db-5071-eeb0-139bc89cde50,,,,29/09/2018
ivalua,199,Ivalua,42855,"Developer of web based spend management software services intended to unlock maximum procurement Value through realizing savings. The company's SaaS based platform offers software for medium to large size companies globally through realizing savings, high adoption, improving control, increasing efficiency, simplifying complexity, lowering risk, enabling agility and innovation, enabling users with quick access to information, collaborative work, dialogue with suppliers, real time reporting and information exchange with other systems.",2000,Kohlberg Kravis Roberts (Lucian Schonefelder),70,4.3,Business Model,0,912c205e-7362-c7cf-7127-0ddd56fbbb88,,,,29/04/2017
jellyvision,196,Jellyvision,42825,"Developer of a SaaS-based human resource platform designed to help employees to make benefits enrollment decisions. The company's SaaS-based human resource platform ALEX offers interacts with employees and talks them through important, complex life decisions like choosing a healthcare insurance plan, saving for retirement or managing finances providing guides decisions for health insurance premiums, 401(k) allocations and financial wellness.",1989,Updata Partners (Carter Griffin),20,6.66,Business Model,0,684a7e01-3e7c-8473-5040-e5a1e7ff3b43,,,,30/03/2017
jetclosing,111,JetClosing,43281,"Provider of an application for closing real estate deals. The company's mobile application is designed to capture and systematize each aspect of the real estate closing process, to ensure it is actionable, accountable and transparent.",2016,T. Rowe Price (NAS: TROW)(Henry Ellenbogen),20,4.44,Early / Small,0,87f91196-6155-0557-077b-ff467eba2a89,,,,29/06/2018
jetsmarter,50,JetSmarter,42429,"Developer of a mobile application that connects travelers to private jets. The company's application helps in connecting people to private jets at attractive fares, with worldwide itineraries, real-time availability and instant bookings.",2012,,30,26.2,NA,1,6f78176b-3ac4-2cd1-5080-c6abcbf39d8c,,,,28/02/2016
jfrog,1,JFrog,42400,Provider of software management services. The company also offers enterprise-level repository that centralizes all aspects of module management and control.,2008,,50,11,NA,1,87416ba9-9b51-7860-f11c-0902af5c63b8,,,,30/01/2016
jitterbit,26,Jitterbit,42400,"Provider of an application and data integration software. The company's software addresses the cost and complexity challenges associated with connecting on-premise and cloud applications, data and business processes. Its product supports training and consulting services, integrates ERP, CRM, database, web services and legacy systems.",2004,Kohlberg Kravis Roberts (Vincent Letteri),20,10.936545,NA,1,26b80e0d-299e-4904-8e93-28288136f766,,,,30/01/2016
jobtoday,248,JobToday,42704,Provider of an online platform for job search on mobile. The company helps people to find relevant jobs by matching their skills and qualifications through the use of mobile technology.,2014,"Accel Partners (Sonali de Rycker), Flint Capital (Andrew Gershfeld)",20,10,Previous Investors,0,aa2956a6-84c7-1a86-f05f-82d790c2ff00,,,,29/11/2016
joya,58,Joya,42704,"Palo Alto, Calif-based creator of video messaging app Marco Polo",2012,Benchmark Capital (Bill Gurley),20,5,Early / Small,0,06c57d76-7d9e-9825-457d-1bab17a73a37,,,,29/11/2016
justworks,53,Justworks,42460,"Provider of an online payroll and benefits platform. The company provides service in filling out forms such as the I-9 and offers direct deposit and processes payments for contractors, salaried employees and hourly workers.",2012,Redpoint Ventures,33,24.522234,NA,1,be7f2ec1-4c98-1154-959a-f16b4c966470,,,,30/03/2016
jwplayer,2,JW Player,42400,"Provider of an online video software and services. The company provides an online platform for managing, monetizing, hosting and streaming video content.",2008,,20,26.599988,NA,1,801cd94c-799d-85be-c0d7-01803a86427f,,,,30/01/2016
keep,109,Keep,42521,"Operator of a mobile fitness community. The company operates a mobile health platform that offers fitness training programs, records training progress of the participants and shares their videos and pictures.",2014,"GGV Capital (Jenny Lee), Morningside Group",32,15.472,NA,1,9f4181de-ce0b-1698-ad93-aa5d8e1b40c9,,,,30/05/2016
kennasecurity,496,Kenna Security,43190,"Developer of a predictive cyber risk analysis platform created for organizations to cross-function in order to manage cyber risks. The company's predictive cyber risk platform measures risk and prioritizes remediation efforts before an attacker can exploit an organization's weaknesses, predict attacks and prioritize all vulnerabilities to drive a measured increase in efficacy, enabling security and IT operations to collaborate and proactively manage cyber risk.",2009,Bessemer Venture Partners (Alex Ferrara),25,25.5,NA,1,ebcb6065-e467-c41b-832c-4088883a51e8,,,,30/03/2018
